wavelength_nm,energy_ev,eps1_perp,eps2_perp,eps1_para,eps2_para,redchi,nfev,success
1477.5,0.83914855,12.14909,0.62391335,12.117484,0.56753517,7.5299192e-05,10,False
1480,0.83773107,12.142756,0.62187349,12.110112,0.56602693,7.6128361e-05,10,False
1482.5,0.83631837,12.136669,0.61937054,12.103886,0.56304611,7.7093499e-05,10,False
1485,0.83491043,12.128867,0.6203115,12.096969,0.5614109,6.8257019e-05,10,False
1487.5,0.83350722,12.122763,0.61979323,12.091462,0.55784128,7.0515022e-05,10,False
1490,0.83210871,12.117095,0.61809954,12.086487,0.55288324,8.0809811e-05,10,False
1492.5,0.8307149,12.107976,0.61675517,12.079306,0.55440484,7.9820946e-05,10,False
1495,0.82932574,12.10152,0.61557389,12.072268,0.55229973,7.9193745e-05,10,False
1497.5,0.82794122,12.09615,0.6142877,12.064832,0.54759663,8.0377045e-05,10,False
1500,0.82656132,12.087344,0.61236935,12.056844,0.54720686,7.2238612e-05,10,False
1502.5,0.82518601,12.080366,0.61237874,12.051268,0.54699528,7.0795675e-05,10,False
1505,0.82381527,12.07387,0.6132943,12.046228,0.54674077,7.6435436e-05,10,False
1507.5,0.82244908,12.063699,0.61317978,12.036412,0.54405615,6.7610826e-05,10,False
1510,0.82108741,12.057586,0.61140149,12.029491,0.54107355,6.81697e-05,10,False
1512.5,0.81973024,12.052952,0.60899681,12.023895,0.53817627,7.3018662e-05,10,False
1515,0.81837755,12.043751,0.61043433,12.016213,0.54061322,7.1132961e-05,10,False
1517.5,0.81702931,12.035981,0.61063998,12.007872,0.54258524,6.9412578e-05,10,False
1520,0.81568552,12.0282,0.60984258,11.99876,0.54370128,7.1275516e-05,10,False
1522.5,0.81434613,12.018173,0.60899113,11.989485,0.5410244,7.1780466e-05,10,False
1525,0.81301114,12.011806,0.60986141,11.981274,0.53888389,7.2496183e-05,10,False
1527.5,0.81168051,12.005945,0.61185293,11.973356,0.53805822,7.4573814e-05,10,False
1530,0.81035424,11.99566,0.61508439,11.965075,0.54195406,7.5601011e-05,10,False
1532.5,0.80903229,11.989439,0.61950692,11.954288,0.54216041,7.3299722e-05,10,False
1535,0.80771465,11.983397,0.62365133,11.942044,0.54091961,7.5239926e-05,10,False
1537.5,0.80640129,11.973228,0.62490304,11.932692,0.53764425,7.2185568e-05,10,False
1540,0.8050922,11.96571,0.62902426,11.924525,0.54043425,7.4058528e-05,10,False
1542.5,0.80378735,11.958084,0.6327924,11.91711,0.54603319,8.1125523e-05,10,False
1545,0.80248672,11.947143,0.63280321,11.911937,0.55243514,7.93931e-05,10,False
1547.5,0.8011903,11.938277,0.6369491,11.899205,0.55406976,7.634878e-05,10,False
1550,0.79989805,11.930491,0.64182955,11.886626,0.55731539,7.6329985e-05,10,False
1552.5,0.79860997,11.925168,0.64471377,11.881725,0.56751206,7.6886226e-05,10,False
1555,0.79732603,11.918442,0.65017471,11.871201,0.57304019,7.0251544e-05,10,False
1557.5,0.79604622,11.91028,0.65594615,11.858387,0.57971863,6.8649533e-05,10,False
1560,0.7947705,11.901458,0.66040256,11.843316,0.59381658,7.3866087e-05,10,False
1562.5,0.79349887,11.89418,0.66699302,11.835593,0.60240698,7.0588097e-05,10,False
1565,0.7922313,11.886793,0.67501953,11.830802,0.60741475,6.9511309e-05,10,False
1567.5,0.79096777,11.879857,0.6844201,11.830539,0.60682442,7.1864765e-05,10,False
1570,0.78970827,11.878593,0.68981311,11.823717,0.62086586,7.054882e-05,10,False
1572.5,0.78845277,11.873835,0.69693488,11.814081,0.63567132,7.1200371e-05,10,False
1575,0.78720126,11.865528,0.70804298,11.804842,0.64478124,7.6333756e-05,10,False
1577.5,0.78595371,11.864133,0.71173114,11.795037,0.65818557,7.4012677e-05,10,False
1580,0.78471012,11.860773,0.72136353,11.792178,0.66547,7.3450689e-05,10,False
1582.5,0.78347045,11.856248,0.73751252,11.79728,0.66465767,7.7628605e-05,10,False
1585,0.78223469,11.856222,0.73615885,11.785551,0.68542207,7.1343013e-05,10,False
1587.5,0.78100282,11.855079,0.7427438,11.785096,0.69914,7.0751504e-05,10,False
1590,0.77977483,11.854347,0.75667971,11.792897,0.70631774,7.1819172e-05,10,False
1592.5,0.7785507,11.85517,0.76169706,11.78568,0.71782873,6.9240755e-05,10,False
1595,0.7773304,11.854779,0.7692123,11.790278,0.72296318,7.1492215e-05,10,False
1597.5,0.77611392,11.853856,0.77763101,11.799071,0.72702876,8.1109708e-05,10,False
1600,0.77490124,11.854546,0.78864772,11.794757,0.74252811,7.4229725e-05,10,False
1602.5,0.77369235,11.856426,0.79416479,11.790941,0.75842259,7.2589214e-05,10,False
1605,0.77248722,11.859202,0.79722354,11.790198,0.77018768,7.2822358e-05,10,False
1607.5,0.77128584,11.861899,0.80433046,11.798383,0.76937539,7.5388812e-05,10,False
1610,0.77008819,11.867559,0.81621955,11.796774,0.77210544,6.8789408e-05,10,False
1612.5,0.76889425,11.872616,0.82570179,11.796035,0.77848355,6.5530425e-05,10,False
1615,0.76770402,11.873203,0.82541392,11.803542,0.79451846,7.7829459e-05,10,False
1617.5,0.76651746,11.87683,0.84114101,11.813949,0.7912692,6.5704707e-05,10,False
1620,0.76533456,11.881527,0.84984695,11.820957,0.7944027,7.0239468e-05,10,False
1622.5,0.76415531,11.886487,0.84292337,11.822008,0.81702864,6.6813976e-05,10,False
1625,0.76297968,11.892678,0.85905704,11.825112,0.80664995,7.1657094e-05,10,False
1627.5,0.76180767,11.896417,0.86364246,11.82855,0.81004601,7.3610532e-05,10,False
1630,0.76063925,11.897099,0.85343448,11.833023,0.8327204,7.9890616e-05,10,False
1632.5,0.75947442,11.909248,0.86319982,11.847867,0.83532281,6.690719e-05,10,False
1635,0.75831314,11.917108,0.87310192,11.855986,0.83190591,6.5462563e-05,10,False
1637.5,0.75715541,11.921547,0.88225394,11.858649,0.82556313,8.7090151e-05,10,False
1640,0.75600121,11.927769,0.87538187,11.863813,0.83588154,7.5433178e-05,10,False
1642.5,0.75485052,11.935487,0.87708853,11.871229,0.84522813,6.8430441e-05,10,False
1645,0.75370333,11.943578,0.88495927,11.879723,0.85251006,6.7869827e-05,10,False
1647.5,0.75255963,11.951328,0.89232184,11.889752,0.84501944,6.7231493e-05,10,False
1650,0.75141938,11.958214,0.88976431,11.89403,0.84715674,7.5976571e-05,10,False
1652.5,0.75028259,11.965321,0.88609198,11.898436,0.85488606,8.1659514e-05,10,False
1655,0.74914924,11.973651,0.8885511,11.907688,0.86429683,7.0192801e-05,10,False
1657.5,0.7480193,11.980395,0.89138016,11.912763,0.85985155,7.211292e-05,10,False
1660,0.74689276,11.987502,0.89180646,11.920166,0.85937871,6.9242291e-05,10,False
1662.5,0.74576961,11.995796,0.88664708,11.933269,0.86973737,6.9221925e-05,10,False
1665,0.74464984,12.002301,0.89091956,11.944777,0.86330293,7.2461537e-05,10,False
1667.5,0.74353342,12.009711,0.88864979,11.951591,0.86533718,7.8025776e-05,10,False
1670,0.74242035,12.018541,0.87759483,11.954417,0.87625965,6.3938639e-05,10,False
1672.5,0.7413106,12.025419,0.87580657,11.958869,0.86291837,7.1818835e-05,10,False
1675,0.74020417,12.033466,0.88203465,11.961606,0.84822922,7.95727e-05,10,False
1677.5,0.73910103,12.04263,0.89189403,11.967207,0.83397299,8.2117328e-05,10,False
1680,0.73800118,12.044894,0.8802853,11.986219,0.84446024,7.1792551e-05,10,False
1682.5,0.7369046,12.056679,0.86930798,11.99486,0.85394219,6.665828e-05,10,False
1685,0.73581127,12.068509,0.86539287,11.995523,0.85218435,7.5176511e-05,10,False
1687.5,0.73472118,12.067908,0.8789649,11.988232,0.8227554,6.6411296e-05,10,False
1690,0.73363431,12.067759,0.87085218,12.002117,0.81140936,0.00010324061,10,False
1692.5,0.73255066,12.066282,0.86030415,12.006949,0.80951353,0.00012658891,10,False
1695,0.7314702,12.068868,0.86880461,11.984914,0.80169121,5.2857817e-05,10,False
1697.5,0.73039292,12.068548,0.84872462,11.993049,0.81472848,8.5000409e-05,10,False
1700,0.72931881,12.074712,0.84619515,12.012071,0.81046365,0.00020641433,10,False
