wavelength_nm,energy_ev,eps1_perp,eps2_perp,eps1_para,eps2_para,redchi,nfev,success
235,5.2759233,-5.0520591,5.860186,-5.1107799,5.8232909,6.2666598e-05,10,False
236,5.2535677,-5.1732206,5.9872188,-5.2341808,5.9534429,6.4027857e-05,10,False
237,5.2314008,-5.299442,6.1237259,-5.3598685,6.0893614,6.0904965e-05,10,False
238,5.2094201,-5.4287164,6.2693882,-5.4911904,6.2350579,6.1793371e-05,10,False
239,5.1876234,-5.5625978,6.4243289,-5.6255626,6.3921404,6.7071457e-05,10,False
240,5.1660083,-5.7013119,6.5933341,-5.7632751,6.5560201,6.8312874e-05,10,False
241,5.1445725,-5.8428586,6.7723234,-5.907847,6.7405174,6.5283613e-05,10,False
242,5.123314,-5.9889559,6.9668075,-6.0542049,6.9379992,6.5615383e-05,10,False
243,5.1022304,-6.1381083,7.1840228,-6.2025991,7.1484574,6.7369245e-05,10,False
244,5.0813196,-6.2883399,7.4195622,-6.3515415,7.3850999,7.0037847e-05,10,False
245,5.0605795,-6.4389149,7.6804483,-6.4970724,7.6428435,6.7551239e-05,10,False
246,5.0400081,-6.5837221,7.9700606,-6.6414311,7.9232082,6.9346556e-05,10,False
247,5.0196032,-6.7170844,8.2857928,-6.7760025,8.2382389,7.2735771e-05,10,False
248,4.9993628,-6.8359661,8.6312663,-6.8955336,8.584337,7.3874519e-05,10,False
249,4.9792851,-6.9336565,9.0088335,-6.9921928,8.9537519,7.7719577e-05,10,False
250,4.9593679,-6.9987442,9.4071505,-7.0620727,9.357253,7.4871872e-05,10,False
251,4.9396095,-7.0290739,9.8335956,-7.0961694,9.7808204,7.385363e-05,10,False
252,4.9200079,-7.0164749,10.284385,-7.0886378,10.216876,7.3075152e-05,10,False
253,4.9005612,-6.9576562,10.734907,-7.0375315,10.664853,7.8621183e-05,10,False
254,4.8812677,-6.8500609,11.180991,-6.9388275,11.117661,8.096176e-05,10,False
255,4.8621254,-6.7003377,11.623202,-6.7945,11.555005,7.7188844e-05,10,False
256,4.8431328,-6.5063131,12.045019,-6.6065264,11.983672,8.0497762e-05,10,False
257,4.8242879,-6.2721347,12.446175,-6.3843049,12.382698,8.0416749e-05,10,False
258,4.8055891,-6.0097396,12.819295,-6.1278254,12.753265,7.3610046e-05,10,False
259,4.7870347,-5.7180487,13.164941,-5.8424706,13.082104,7.3355822e-05,10,False
260,4.768623,-5.4120613,13.467436,-5.5394229,13.40029,7.910207e-05,10,False
261,4.7503524,-5.0869771,13.738679,-5.2266348,13.683695,7.8910193e-05,10,False
262,4.7322213,-4.756237,13.980055,-4.9032648,13.928768,7.7943619e-05,10,False
263,4.7142281,-4.425074,14.18572,-4.5696655,14.14741,8.0976104e-05,10,False
264,4.6963712,-4.0896931,14.371996,-4.2397288,14.322419,7.7239175e-05,10,False
265,4.678649,-3.7595582,14.53112,-3.9113633,14.475872,8.1533862e-05,10,False
266,4.6610601,-3.4350488,14.662095,-3.5908191,14.618391,8.541291e-05,10,False
267,4.6436029,-3.1161324,14.770992,-3.2776822,14.745693,7.749962e-05,10,False
268,4.6262761,-2.8060751,14.865159,-2.9657657,14.847697,8.0181799e-05,10,False
269,4.609078,-2.4980385,14.939338,-2.6634625,14.938298,8.0717371e-05,10,False
270,4.5920073,-2.1974308,15.006857,-2.3690306,15.01341,8.17311e-05,10,False
271,4.5750627,-1.9065395,15.063476,-2.0855108,15.058979,8.2981142e-05,10,False
272,4.5582426,-1.6255408,15.093929,-1.7967327,15.110481,8.3941244e-05,10,False
273,4.5415457,-1.3480677,15.117804,-1.5135032,15.154483,8.0230831e-05,10,False
274,4.5249707,-1.070058,15.142895,-1.2530242,15.170919,8.1546045e-05,10,False
275,4.5085163,-0.80896144,15.14702,-0.97984138,15.191087,8.1655802e-05,10,False
276,4.4921811,-0.54962989,15.140195,-0.72054444,15.191612,8.3299745e-05,10,False
277,4.4759638,-0.29445243,15.121793,-0.47476217,15.184786,9.3713844e-05,10,False
278,4.4598633,-0.053767147,15.099412,-0.23371079,15.164016,8.459199e-05,10,False
279,4.4438781,0.17700636,15.066626,0.0089855063,15.142559,8.2499253e-05,10,False
280,4.4280071,0.40084689,15.020564,0.24463184,15.128682,8.4305497e-05,10,False
281,4.4122491,0.61467724,14.971049,0.46613252,15.091722,8.3719944e-05,10,False
282,4.3966028,0.82354611,14.919565,0.67913684,15.050044,8.231192e-05,10,False
283,4.3810671,1.0226575,14.861112,0.8782784,15.000759,8.4060594e-05,10,False
284,4.3656408,1.2165412,14.799501,1.0573188,14.931138,8.9897748e-05,10,False
285,4.3503228,1.3995873,14.733935,1.241773,14.868889,9.5897505e-05,10,False
286,4.3351118,1.5699576,14.663026,1.4306556,14.808474,9.5437399e-05,10,False
287,4.3200069,1.735802,14.592571,1.597437,14.737682,9.0090907e-05,10,False
288,4.3050069,1.8926497,14.517866,1.7543953,14.673775,9.747367e-05,10,False
289,4.2901107,2.0389508,14.437442,1.9101314,14.610046,9.9161719e-05,10,False
290,4.2753172,2.1719165,14.353907,2.0802002,14.549718,8.6453989e-05,10,False
291,4.2606254,2.3054015,14.276942,2.2355801,14.477885,8.9735989e-05,10,False
292,4.2460342,2.4365683,14.199128,2.3718153,14.410347,9.2366094e-05,10,False
293,4.2315426,2.5547281,14.11296,2.5224645,14.345449,8.8876288e-05,10,False
294,4.2171496,2.675234,14.033669,2.6502902,14.264138,9.196498e-05,10,False
295,4.2028542,2.7952029,13.962114,2.7531484,14.170851,9.0924048e-05,10,False
296,4.1886554,2.902442,13.877029,2.8790149,14.083394,9.5360752e-05,10,False
297,4.1745521,3.0083857,13.799677,2.9744634,13.986911,9.6284969e-05,10,False
298,4.1605436,3.0961715,13.710032,3.0979601,13.911898,9.8817621e-05,10,False
299,4.1466287,3.1911353,13.62551,3.1939517,13.820448,9.2407882e-05,10,False
300,4.1328066,3.2773795,13.548774,3.2574829,13.712923,8.9934476e-05,10,False
301,4.1190764,3.3456462,13.462627,3.3387104,13.628188,9.2613565e-05,10,False
302,4.105437,3.4144858,13.377717,3.4158025,13.548399,9.6055188e-05,10,False
303,4.0918877,3.4765377,13.296424,3.4789013,13.468896,8.378445e-05,10,False
304,4.0784276,3.531762,13.218198,3.5330855,13.385802,7.9921705e-05,10,False
305,4.0650557,3.5815373,13.146633,3.5855928,13.300324,8.3526009e-05,10,False
306,4.0517712,3.6303967,13.075626,3.6285272,13.224248,8.5048525e-05,10,False
307,4.0385732,3.6719747,13.004366,3.6641648,13.150812,7.9172627e-05,10,False
308,4.025461,3.7070243,12.935389,3.695484,13.0826,7.4505799e-05,10,False
309,4.0124336,3.7394149,12.871933,3.7281591,13.024023,8.0461689e-05,10,False
310,3.9994903,3.7657566,12.812944,3.7546415,12.965203,8.6974512e-05,10,False
311,3.9866302,3.7911645,12.760947,3.7809297,12.905769,9.2283932e-05,10,False
312,3.9738525,3.8089411,12.704775,3.8188942,12.859652,8.317692e-05,10,False
313,3.9611565,3.8243996,12.654304,3.8573603,12.822654,9.1301635e-05,10,False
314,3.9485414,3.8420337,12.611388,3.8719049,12.776846,9.8067744e-05,10,False
315,3.9360063,3.8668033,12.575133,3.8711379,12.727103,8.9056482e-05,10,False
316,3.9235506,3.8831998,12.539608,3.8888212,12.687792,8.6803042e-05,10,False
317,3.9111735,3.8931108,12.499477,3.9087085,12.654697,8.4288339e-05,10,False
318,3.8988742,3.9019153,12.464935,3.9249846,12.623419,8.4793508e-05,10,False
319,3.886652,3.9116586,12.435191,3.9341656,12.594746,8.7606075e-05,10,False
320,3.8745062,3.9205856,12.412649,3.9476261,12.565447,9.2347588e-05,10,False
321,3.8624361,3.9334518,12.393527,3.9643137,12.545454,9.9618562e-05,10,False
322,3.8504409,3.9414213,12.367748,3.9752844,12.528773,9.5506473e-05,10,False
323,3.8385201,3.9421019,12.345916,3.9929105,12.513106,9.466802e-05,10,False
324,3.8266728,3.9576009,12.33466,3.9965439,12.489515,8.9898617e-05,10,False
325,3.8148984,3.9696947,12.320879,4.001127,12.472183,8.5262095e-05,10,False
326,3.8031963,3.9673295,12.303577,4.0252605,12.473495,8.5572364e-05,10,False
327,3.7915657,3.9753933,12.299642,4.0324589,12.461706,8.2090478e-05,10,False
328,3.780006,3.9907054,12.29531,4.0296222,12.455432,7.6701649e-05,10,False
329,3.7685167,3.9944296,12.287256,4.044999,12.451955,8.0942703e-05,10,False
