wavelength_nm,energy_ev,eps1_perp,eps2_perp,eps1_para,eps2_para,redchi,nfev,success
1237.5,1.0018925,12.784615,1.2116359,12.646626,1.0511913,8.1797097e-05,10,False
1240,0.99987257,12.785713,1.1897467,12.644322,1.0393114,8.2431829e-05,10,False
1242.5,0.99786075,12.785411,1.1680212,12.642435,1.0295286,8.4789295e-05,10,False
1245,0.99585702,12.779704,1.1486022,12.641896,1.020678,8.0555634e-05,10,False
1247.5,0.99386131,12.775203,1.1277472,12.640041,1.0113525,8.1282268e-05,10,False
1250,0.99187359,12.771894,1.1074032,12.636889,1.0012111,8.2281162e-05,10,False
1252.5,0.9898938,12.767688,1.0923053,12.632335,0.98780196,8.1544988e-05,10,False
1255,0.9879219,12.762754,1.0759949,12.62811,0.975377,8.432595e-05,10,False
1257.5,0.98595784,12.757381,1.0587593,12.623991,0.96383219,9.0195017e-05,10,False
1260,0.98400157,12.750048,1.0456621,12.619154,0.95564707,8.7030614e-05,10,False
1262.5,0.98205306,12.743184,1.0307735,12.614624,0.94752058,8.4313309e-05,10,False
1265,0.98011224,12.736075,1.0124896,12.610783,0.94096953,9.1181261e-05,10,False
1267.5,0.97817908,12.729962,1.0018085,12.605088,0.93230752,8.9133393e-05,10,False
1270,0.97625353,12.723041,0.99033586,12.599454,0.9240978,8.9442791e-05,10,False
1272.5,0.97433555,12.71405,0.97472358,12.593787,0.91772941,9.220508e-05,10,False
1275,0.97242509,12.704899,0.96509498,12.5883,0.90794439,8.59147e-05,10,False
1277.5,0.9705221,12.696459,0.95658414,12.582414,0.89796407,8.0129796e-05,10,False
1280,0.96862655,12.689162,0.94627624,12.574753,0.88982335,7.7196725e-05,10,False
1282.5,0.96673839,12.680612,0.93678136,12.569028,0.88404649,7.8501879e-05,10,False
1285,0.96485758,12.67192,0.92803061,12.564184,0.87819013,8.210724e-05,10,False
1287.5,0.96298407,12.662942,0.91855599,12.55933,0.86917687,8.0744158e-05,10,False
1290,0.96111782,12.654667,0.91119555,12.553029,0.86286336,8.1129886e-05,10,False
1292.5,0.95925879,12.646996,0.90449728,12.546096,0.85787273,8.4468717e-05,10,False
1295,0.95740694,12.638895,0.8942031,12.538403,0.84840579,8.3270065e-05,10,False
1297.5,0.95556222,12.630875,0.88637451,12.532259,0.84119055,7.9221382e-05,10,False
1300,0.9537246,12.622593,0.87898229,12.528177,0.83763068,8.4158137e-05,10,False
1302.5,0.95189404,12.615017,0.87137205,12.520865,0.82966916,8.5302673e-05,10,False
1305,0.95007049,12.607651,0.86400922,12.51446,0.82459645,8.2707917e-05,10,False
1307.5,0.94825391,12.600324,0.85674934,12.509001,0.82262752,7.65975e-05,10,False
1310,0.94644426,12.592039,0.85158699,12.502879,0.81311783,8.0769685e-05,10,False
1312.5,0.94464151,12.583995,0.84625021,12.496973,0.80662968,8.4283159e-05,10,False
1315,0.94284562,12.576335,0.84056436,12.490702,0.80475088,8.0559744e-05,10,False
1317.5,0.94105653,12.56811,0.83466114,12.484413,0.79703936,8.0077448e-05,10,False
1320,0.93927423,12.560352,0.82857466,12.478871,0.79029321,8.5105244e-05,10,False
1322.5,0.93749866,12.553333,0.82256127,12.474119,0.786551,7.9326004e-05,10,False
1325,0.9357298,12.544938,0.81758844,12.465977,0.77995469,8.0903816e-05,10,False
1327.5,0.9339676,12.536788,0.81314652,12.458136,0.77384927,8.5062711e-05,10,False
1330,0.93221202,12.529918,0.80936348,12.453056,0.7713121,8.1437062e-05,10,False
1332.5,0.93046303,12.522887,0.80389018,12.446328,0.76515823,8.0770029e-05,10,False
1335,0.92872059,12.516074,0.79794098,12.439886,0.75886955,8.6214954e-05,10,False
1337.5,0.92698466,12.508924,0.7938897,12.435626,0.75506338,7.9930614e-05,10,False
1340,0.92525521,12.50131,0.78857417,12.429211,0.7506109,7.4539098e-05,10,False
1342.5,0.9235322,12.493816,0.78312104,12.422267,0.74587797,7.0799706e-05,10,False
1345,0.9218156,12.487384,0.77930773,12.417978,0.74272727,7.609516e-05,10,False
1347.5,0.92010537,12.480821,0.77449196,12.41293,0.73867768,8.1389561e-05,10,False
1350,0.91840147,12.474344,0.76958913,12.407181,0.73306272,8.5305498e-05,10,False
1352.5,0.91670387,12.467302,0.76665564,12.401184,0.72931158,7.805317e-05,10,False
1355,0.91501253,12.46029,0.76257778,12.394495,0.72457551,7.8188955e-05,10,False
1357.5,0.91332743,12.453387,0.75756601,12.387376,0.71916655,8.3516998e-05,10,False
1360,0.91164852,12.447638,0.75461208,12.382106,0.71894266,8.2458876e-05,10,False
1362.5,0.90997577,12.440861,0.75123341,12.376691,0.71348594,8.0240553e-05,10,False
1365,0.90830915,12.433419,0.7471529,12.371531,0.70486732,8.6669011e-05,10,False
1367.5,0.90664862,12.426705,0.74260337,12.365907,0.70549726,7.957823e-05,10,False
1370,0.90499415,12.419812,0.7387169,12.359782,0.70308585,7.8475975e-05,10,False
1372.5,0.90334571,12.412554,0.73632728,12.353116,0.69594553,8.3091077e-05,10,False
1375,0.90170326,12.407032,0.7319185,12.346792,0.69471889,7.9023543e-05,10,False
1377.5,0.90006678,12.40083,0.72789325,12.340985,0.69112188,7.6199002e-05,10,False
1380,0.89843622,12.393213,0.72536565,12.336331,0.68335678,7.4120256e-05,10,False
1382.5,0.89681156,12.38724,0.72147283,12.329521,0.67990146,7.8476973e-05,10,False
1385,0.89519277,12.381376,0.71689547,12.323244,0.67734278,8.1103952e-05,10,False
1387.5,0.89357981,12.375476,0.71192499,12.318854,0.67623741,7.0401519e-05,10,False
1390,0.89197265,12.36899,0.70950215,12.313783,0.67245973,7.5902263e-05,10,False
1392.5,0.89037126,12.362246,0.70687346,12.308667,0.66806965,8.4629807e-05,10,False
1395,0.88877562,12.354951,0.70260296,12.303264,0.66326729,7.8757047e-05,10,False
1397.5,0.88718568,12.348413,0.70152266,12.297772,0.65870074,7.8853151e-05,10,False
1400,0.88560142,12.342256,0.70009534,12.292355,0.65469374,8.0025157e-05,10,False
1402.5,0.88402281,12.336194,0.69503504,12.286623,0.65194492,8.2635425e-05,10,False
1405,0.88244981,12.330557,0.69187358,12.281958,0.65129672,7.7842244e-05,10,False
1407.5,0.8808824,12.324735,0.68897114,12.277084,0.65011495,7.2194406e-05,10,False
1410,0.87932056,12.317811,0.68520177,12.269697,0.64468063,7.0511916e-05,10,False
1412.5,0.87776424,12.311432,0.68332037,12.264486,0.64177517,7.2416364e-05,10,False
1415,0.87621342,12.30516,0.68164993,12.259754,0.63887961,7.6504933e-05,10,False
1417.5,0.87466807,12.29893,0.67850793,12.253568,0.63315463,7.7108234e-05,10,False
1420,0.87312816,12.293374,0.67453076,12.248843,0.63141217,7.4379209e-05,10,False
1422.5,0.87159366,12.28794,0.67049701,12.24425,0.63086184,7.351197e-05,10,False
