wavelength_nm,energy_ev,eps1_perp,eps2_perp,eps1_para,eps2_para,redchi,nfev,success
772,1.6060129,13.856123,2.9928151,13.839785,2.852392,4.2424735e-05,10,False
773,1.6039353,13.85448,2.9914398,13.842338,2.8388874,4.2539605e-05,10,False
774,1.601863,13.855856,2.9861242,13.835684,2.8385082,4.2143763e-05,10,False
775,1.5997961,13.857622,2.9791368,13.831462,2.8398172,4.0986791e-05,10,False
776,1.5977345,13.857241,2.9738693,13.835008,2.8322834,3.6714086e-05,10,False
777,1.5956782,13.855363,2.9707831,13.83322,2.8270836,3.8213258e-05,10,False
778,1.5936272,13.857908,2.9644505,13.834808,2.8226315,4.2874753e-05,10,False
779,1.5915815,13.857999,2.9571803,13.833476,2.8194489,4.1717361e-05,10,False
780,1.589541,13.858363,2.950746,13.826845,2.8147039,3.7965677e-05,10,False
781,1.5875057,13.855207,2.9461625,13.832698,2.8005297,3.8437255e-05,10,False
782,1.5854757,13.856666,2.9355348,13.826767,2.8002471,3.9874443e-05,10,False
783,1.5834508,13.862197,2.9318311,13.824123,2.7879464,4.7336686e-05,10,False
784,1.5814311,13.859878,2.9233668,13.82684,2.7776463,4.993033e-05,10,False
785,1.5794165,13.856943,2.9151947,13.825007,2.7760921,3.8412744e-05,10,False
786,1.5774071,13.856301,2.9085559,13.824853,2.7675095,3.7828297e-05,10,False
787,1.5754028,13.85647,2.9011513,13.825827,2.7562513,4.3385507e-05,10,False
788,1.5734035,13.856668,2.8896809,13.82634,2.7562927,3.9336328e-05,10,False
789,1.5714094,13.857378,2.8795343,13.823745,2.7541251,3.9968796e-05,10,False
790,1.5694202,13.856737,2.8734226,13.827394,2.7446572,3.8007544e-05,10,False
791,1.5674361,13.85528,2.8699961,13.827449,2.728399,3.7183574e-05,10,False
792,1.5654571,13.856009,2.8579313,13.825552,2.7233984,3.7755425e-05,10,False
793,1.563483,13.854619,2.8452348,13.820483,2.7218107,4.4470078e-05,10,False
794,1.5615138,13.856395,2.8340815,13.818477,2.7139198,4.4527401e-05,10,False
795,1.5595497,13.856597,2.8237471,13.81901,2.7068413,4.1753234e-05,10,False
796,1.5575904,13.855469,2.8176232,13.816943,2.6934148,3.8981594e-05,10,False
797,1.5556361,13.853104,2.8078864,13.816372,2.6810411,3.9347962e-05,10,False
798,1.5536867,13.852662,2.8005827,13.81762,2.6710418,4.6075571e-05,10,False
799,1.5517422,13.851217,2.7924098,13.813382,2.6627928,4.7820978e-05,10,False
800,1.5498025,13.849313,2.7812121,13.80814,2.6546461,4.170328e-05,10,False
801,1.5478676,13.849347,2.7733308,13.809288,2.6404314,4.2593254e-05,10,False
802,1.5459376,13.846073,2.7595008,13.809109,2.6338327,4.4489541e-05,10,False
803,1.5440124,13.84372,2.7486432,13.804427,2.6271985,4.3049487e-05,10,False
804,1.542092,13.840586,2.7433431,13.805206,2.6171883,3.9475688e-05,10,False
805,1.5401764,13.837517,2.7328319,13.802849,2.6073355,4.124645e-05,10,False
806,1.5382655,13.838143,2.7202799,13.792805,2.5994174,4.240074e-05,10,False
807,1.5363593,13.836515,2.7092315,13.789637,2.593995,3.9428823e-05,10,False
808,1.5344579,13.834045,2.6953198,13.791499,2.5885636,4.1154978e-05,10,False
809,1.5325612,13.829927,2.6883382,13.791411,2.5817922,4.4757177e-05,10,False
