wavelength_nm,energy_ev,eps1_perp,eps2_perp,eps1_para,eps2_para,redchi,nfev,success
512,2.4215664,15.874315,9.4901247,16.312501,9.7767341,4.7542035e-05,10,False
513,2.416846,15.888369,9.4212708,16.324381,9.7081732,5.2662494e-05,10,False
514,2.4121439,15.899611,9.3507409,16.330091,9.6366373,5.4453913e-05,10,False
515,2.4074602,15.902029,9.2862025,16.350499,9.5547465,4.6768045e-05,10,False
516,2.4027945,15.913629,9.2197852,16.356361,9.4854101,3.7942073e-05,10,False
517,2.398147,15.92313,9.153368,16.354735,9.417171,3.4860154e-05,10,False
518,2.3935173,15.913958,9.094317,16.396719,9.3266098,3.5777425e-05,10,False
519,2.3889056,15.922336,9.0292892,16.401041,9.2519824,3.7021283e-05,10,False
520,2.3843115,15.932793,8.968403,16.392264,9.1796237,4.3942786e-05,10,False
521,2.3797351,15.935528,8.908164,16.398597,9.1074243,4.5335433e-05,10,False
522,2.3751762,15.932791,8.8500691,16.407013,9.0291482,4.1480611e-05,10,False
523,2.3706348,15.931704,8.7951557,16.415752,8.9416329,4.7949942e-05,10,False
524,2.3661107,15.939055,8.7285286,16.409909,8.8755801,4.9263181e-05,10,False
525,2.3616038,15.9492,8.6630513,16.40725,8.8138764,4.8653585e-05,10,False
526,2.357114,15.94117,8.6085849,16.415322,8.7428922,4.244842e-05,10,False
527,2.3526413,15.938031,8.5507587,16.423202,8.6685391,3.9974398e-05,10,False
528,2.3481856,15.942519,8.4922663,16.419016,8.6013241,3.6695702e-05,10,False
529,2.3437467,15.94414,8.4390254,16.422998,8.5249815,3.5357584e-05,10,False
530,2.3393245,15.941068,8.3817671,16.417275,8.4669809,3.6158411e-05,10,False
531,2.334919,15.94033,8.3257242,16.411055,8.4079821,3.6459024e-05,10,False
532,2.33053,15.946398,8.2666417,16.405694,8.338387,3.5539379e-05,10,False
533,2.3261576,15.946886,8.2099399,16.394242,8.2740369,3.2585467e-05,10,False
534,2.3218015,15.93757,8.1608805,16.4007,8.200519,3.802256e-05,10,False
535,2.3174617,15.930191,8.1103128,16.401961,8.130633,4.1352795e-05,10,False
536,2.313138,15.932761,8.0558354,16.390071,8.0760343,3.8985816e-05,10,False
537,2.3088305,15.926035,8.0019585,16.401335,8.010652,3.590272e-05,10,False
538,2.304539,15.916331,7.9458592,16.398885,7.9507708,3.5610224e-05,10,False
539,2.3002634,15.926,7.8905106,16.375892,7.8986372,3.8231411e-05,10,False
540,2.2960037,15.925972,7.8452055,16.359776,7.83054,4.07743e-05,10,False
541,2.2917597,15.916599,7.795998,16.364887,7.76804,4.1748917e-05,10,False
542,2.2875313,15.917527,7.7404031,16.359421,7.7114528,3.6962825e-05,10,False
543,2.2833186,15.910592,7.690515,16.353275,7.6529038,3.540292e-05,10,False
544,2.2791213,15.910276,7.6376984,16.344108,7.6012561,3.836537e-05,10,False
545,2.2749394,15.904445,7.5875249,16.331724,7.5447974,3.4868721e-05,10,False
546,2.2707729,15.897625,7.5363506,16.323346,7.4893756,4.155454e-05,10,False
547,2.2666215,15.893733,7.4920175,16.31629,7.4324481,3.9161061e-05,10,False
548,2.2624854,15.886193,7.4468087,16.307637,7.362481,3.4195299e-05,10,False
549,2.2583643,15.888085,7.390455,16.283879,7.3189166,3.8257363e-05,10,False
550,2.2542582,15.881272,7.3425759,16.283435,7.275722,3.7779832e-05,10,False
551,2.2501669,15.871316,7.296304,16.282178,7.2107343,3.3499938e-05,10,False
552,2.2460906,15.86562,7.249118,16.272656,7.154955,3.7959033e-05,10,False
553,2.2420289,15.856859,7.2078631,16.269944,7.0991109,3.6788608e-05,10,False
554,2.2379819,15.852228,7.1557087,16.250085,7.0512875,4.0849575e-05,10,False
555,2.2339495,15.846035,7.1083804,16.236978,6.9986407,4.1855451e-05,10,False
556,2.2299316,15.837354,7.0670172,16.23547,6.9386758,3.6372989e-05,10,False
557,2.2259282,15.830886,7.0192963,16.217539,6.8949986,3.2299138e-05,10,False
558,2.221939,15.819307,6.9712369,16.202099,6.8485158,3.7739382e-05,10,False
559,2.2179642,15.810938,6.924769,16.193233,6.7875927,3.414794e-05,10,False
560,2.2140035,15.803814,6.8823659,16.175746,6.7414416,3.0949341e-05,10,False
561,2.210057,15.795996,6.8349962,16.157667,6.7034897,3.2886882e-05,10,False
562,2.2061245,15.78499,6.794223,16.15086,6.646019,4.1445141e-05,10,False
563,2.202206,15.772073,6.7500999,16.139029,6.5985972,3.8638009e-05,10,False
564,2.1983014,15.760682,6.7033582,16.116116,6.5530402,3.3464e-05,10,False
565,2.1944106,15.754085,6.6611042,16.096775,6.5083191,3.3899835e-05,10,False
566,2.1905335,15.740915,6.6262443,16.090894,6.456272,3.8429515e-05,10,False
567,2.1866702,15.731779,6.5815025,16.070975,6.4120381,3.3241537e-05,10,False
568,2.1828204,15.718174,6.5390412,16.054058,6.370653,4.34925e-05,10,False
569,2.1789842,15.710782,6.4992816,16.029326,6.3290622,3.9767165e-05,10,False
