wavelength_nm,energy_ev,eps1_perp,eps2_perp,eps1_para,eps2_para,redchi,nfev,success
810,1.5306691,13.829686,2.6793592,13.782807,2.5688502,4.2583954e-05,10,False
811,1.5287817,13.827016,2.6676388,13.779472,2.5567482,4.1253321e-05,10,False
812,1.526899,13.820736,2.6597917,13.783002,2.5446818,3.7687506e-05,10,False
813,1.5250209,13.817094,2.6484964,13.781026,2.5341725,4.2620333e-05,10,False
814,1.5231474,13.814053,2.6373813,13.773061,2.5296218,4.3387428e-05,10,False
815,1.5212785,13.811742,2.6277397,13.77156,2.5244618,4.4850752e-05,10,False
816,1.5194142,13.807934,2.6191788,13.766876,2.5111179,4.2364556e-05,10,False
817,1.5175544,13.806457,2.6066139,13.763212,2.5061277,4.1396877e-05,10,False
818,1.5156992,13.802103,2.5960802,13.761956,2.4963303,4.5855692e-05,10,False
819,1.5138486,13.798521,2.590329,13.757859,2.4853434,4.2257138e-05,10,False
820,1.5120024,13.794636,2.5778985,13.751592,2.4785709,4.9079268e-05,10,False
821,1.5101608,13.791865,2.5690943,13.749217,2.466424,4.7528285e-05,10,False
822,1.5083236,13.78687,2.5582777,13.746539,2.461512,4.1901059e-05,10,False
823,1.5064909,13.783577,2.5483992,13.73903,2.4558505,4.2461286e-05,10,False
824,1.5046626,13.779045,2.5379997,13.737011,2.4414716,3.9095729e-05,10,False
825,1.5028388,13.775621,2.5285636,13.732829,2.4323072,4.3235096e-05,10,False
826,1.5010194,13.768814,2.5244855,13.731341,2.4220256,4.587777e-05,10,False
827,1.4992043,13.766511,2.5118275,13.725548,2.417554,4.9235393e-05,10,False
828,1.4973937,13.761089,2.5017785,13.720509,2.4079826,5.1755912e-05,10,False
829,1.4955874,13.7552,2.491621,13.716316,2.3985187,5.0244889e-05,10,False
830,1.4937855,13.754022,2.4832216,13.707219,2.3949921,5.2127093e-05,10,False
831,1.4919879,13.746461,2.4705084,13.706218,2.3899897,5.2937673e-05,10,False
832,1.4901947,13.743841,2.4625069,13.703865,2.381072,4.9696032e-05,10,False
833,1.4884057,13.739629,2.4548236,13.698969,2.3749428,4.1611203e-05,10,False
834,1.4866211,13.732549,2.4479348,13.691871,2.3624801,4.4599752e-05,10,False
835,1.4848407,13.73051,2.4360904,13.689478,2.3561496,4.5888175e-05,10,False
836,1.4830646,13.723349,2.430575,13.685986,2.3435016,4.7359221e-05,10,False
837,1.4812927,13.718522,2.4242695,13.679478,2.33397,4.7773151e-05,10,False
838,1.479525,13.71238,2.4147341,13.677169,2.3260555,5.5978243e-05,10,False
839,1.4777616,13.707378,2.4030177,13.674501,2.3213718,5.7379589e-05,10,False
840,1.4760024,13.705712,2.3934289,13.666923,2.3191146,4.5365111e-05,10,False
841,1.4742473,13.702054,2.3859492,13.663978,2.3101997,4.8042172e-05,10,False
842,1.4724964,13.693682,2.3776349,13.657883,2.2998445,5.3827407e-05,10,False
843,1.4707497,13.690487,2.3699605,13.654141,2.2924259,5.2897365e-05,10,False
844,1.4690071,13.683958,2.3616273,13.649894,2.2874028,5.3036669e-05,10,False
845,1.4672686,13.679241,2.352556,13.647658,2.2763275,5.4628683e-05,10,False
846,1.4655343,13.676171,2.3433823,13.642154,2.2710285,5.0899363e-05,10,False
847,1.463804,13.67202,2.3375367,13.63467,2.2613663,4.5079011e-05,10,False
848,1.4620778,13.665191,2.3273918,13.634942,2.2549355,5.0029777e-05,10,False
849,1.4603557,13.661892,2.3184078,13.62708,2.24702,5.9210211e-05,10,False
850,1.4586376,13.656658,2.3114702,13.622397,2.2375745,5.2388404e-05,10,False
851,1.4569236,13.657104,2.3057961,13.617315,2.2308929,4.8145796e-05,10,False
852,1.4552136,13.652503,2.2986765,13.611472,2.2262763,4.7652768e-05,10,False
853,1.4535076,13.645933,2.2882324,13.611089,2.2179068,5.3873424e-05,10,False
854,1.4518056,13.639766,2.2789879,13.605819,2.2109592,4.8046251e-05,10,False
855,1.4501076,13.635267,2.2711873,13.599224,2.2014724,5.1925115e-05,10,False
856,1.4484135,13.629528,2.2653846,13.596464,2.1924197,5.9584557e-05,10,False
857,1.4467234,13.624007,2.2557006,13.590757,2.1900199,5.1294005e-05,10,False
858,1.4450373,13.6179,2.2455038,13.58466,2.1853217,4.6167853e-05,10,False
859,1.443355,13.614868,2.2404124,13.579612,2.170478,5.2022445e-05,10,False
860,1.4416767,13.608065,2.2339358,13.576826,2.1642159,5.0177408e-05,10,False
861,1.4400023,13.600071,2.2246662,13.569938,2.1617433,5.4493336e-05,10,False
862,1.4383318,13.594789,2.2197529,13.563184,2.1554308,5.232563e-05,10,False
863,1.4366651,13.592784,2.217202,13.555099,2.151168,5.3399485e-05,10,False
864,1.4350023,13.583676,2.2109651,13.554722,2.1437964,5.7742987e-05,10,False
865,1.4333433,13.580424,2.2052431,13.554249,2.1368872,5.7183436e-05,10,False
866,1.4316882,13.579807,2.2034932,13.545443,2.1326097,6.3224737e-05,10,False
867,1.4300369,13.575089,2.2012917,13.539779,2.1312979,5.6445129e-05,10,False
868,1.4283894,13.576875,2.2006267,13.543793,2.1205312,5.2762873e-05,10,False
869,1.4267457,13.583628,2.1949076,13.539882,2.1225781,5.0159057e-05,10,False
870,1.4251057,13.583271,2.1887734,13.54366,2.1217869,4.4543982e-05,10,False
871,1.4234696,13.586871,2.190547,13.548482,2.1136454,4.824539e-05,10,False
872,1.4218371,13.595327,2.181823,13.546434,2.104234,5.2834923e-05,10,False
873,1.4202085,13.603163,2.171787,13.55414,2.0966205,5.6718822e-05,10,False
874,1.4185835,13.612048,2.1614783,13.562514,2.084973,5.4680746e-05,10,False
875,1.4169623,13.621669,2.1514455,13.566583,2.0735635,5.3950949e-05,10,False
876,1.4153447,13.632305,2.1328253,13.575314,2.0656319,6.0182369e-05,10,False
877,1.4137309,13.643368,2.1135241,13.583473,2.0491498,5.425231e-05,10,False
878,1.4121207,13.651672,2.0950631,13.594564,2.0246429,4.5235199e-05,10,False
879,1.4105142,13.657886,2.0706229,13.598003,2.0052504,6.2876207e-05,10,False
880,1.4089113,13.663802,2.0428947,13.598253,1.9778754,5.9671327e-05,10,False
881,1.4073121,13.669605,2.0153999,13.599904,1.9488318,4.7466248e-05,10,False
882,1.4057165,13.66717,1.9864118,13.594928,1.9252324,5.6965918e-05,10,False
883,1.4041246,13.660861,1.9529666,13.588482,1.8983343,5.974612e-05,10,False
884,1.4025362,13.653348,1.9184146,13.576667,1.8686606,5.7784591e-05,10,False
885,1.4009514,13.640911,1.8922952,13.565694,1.8320234,5.453817e-05,10,False
886,1.3993702,13.623755,1.8572097,13.54613,1.8088565,5.3025087e-05,10,False
887,1.3977925,13.6065,1.8248565,13.526168,1.7871168,5.5655524e-05,10,False
888,1.3962185,13.585169,1.7965552,13.504809,1.7623183,5.4201785e-05,10,False
889,1.3946479,13.562424,1.7697541,13.478495,1.7366642,5.5297047e-05,10,False
890,1.3930809,13.536981,1.7477186,13.458995,1.7062859,5.7249218e-05,10,False
891,1.3915174,13.513008,1.718151,13.425427,1.6950497,5.5274643e-05,10,False
892,1.3899574,13.484436,1.7030182,13.401438,1.6784337,5.5893784e-05,10,False
893,1.3884009,13.452163,1.6855038,13.370266,1.6636717,5.227474e-05,10,False
894,1.3868479,13.424468,1.6704191,13.337329,1.6508227,5.4311305e-05,10,False
895,1.3852983,13.397416,1.6592293,13.306423,1.6432805,6.2807108e-05,10,False
896,1.3837522,13.363584,1.6438954,13.276332,1.635523,6.0207908e-05,10,False
897,1.3822096,13.333116,1.6384396,13.247487,1.6315321,4.9444834e-05,10,False
898,1.3806704,13.305256,1.6361865,13.217954,1.621375,5.544067e-05,10,False
899,1.3791346,13.272813,1.6318117,13.187271,1.620749,6.4893639e-05,10,False
900,1.3776022,13.240811,1.6271633,13.162749,1.6179269,6.4593367e-05,10,False
901,1.3760732,13.21284,1.6276808,13.138364,1.6194063,6.2998567e-05,10,False
902,1.3745477,13.185393,1.6303066,13.109981,1.6193006,5.7978495e-05,10,False
903,1.3730255,13.157442,1.6367841,13.086281,1.6200884,5.5409935e-05,10,False
904,1.3715066,13.129415,1.6427825,13.060654,1.6275175,6.0455281e-05,10,False
905,1.3699911,13.10321,1.6444628,13.033648,1.6324436,6.1076174e-05,10,False
906,1.368479,13.079841,1.6473192,13.016623,1.6468139,5.0525008e-05,10,False
907,1.3669702,13.058831,1.6555867,12.99409,1.654094,4.8938155e-05,10,False
908,1.3654647,13.035471,1.6607033,12.96879,1.6644063,5.4130721e-05,10,False
909,1.3639626,13.013963,1.6717498,12.947004,1.6731232,5.7225981e-05,10,False
910,1.3624637,12.992303,1.6828383,12.92658,1.6795316,6.4996978e-05,10,False
911,1.3609681,12.972922,1.6943254,12.910518,1.6893143,6.0177643e-05,10,False
912,1.3594759,12.952999,1.7055766,12.894063,1.6950157,6.0316913e-05,10,False
913,1.3579868,12.93665,1.7183151,12.880428,1.7045051,5.9980132e-05,10,False
914,1.3565011,12.91815,1.7269293,12.86328,1.715031,5.8867184e-05,10,False
915,1.3550186,12.899838,1.7402021,12.848418,1.7358137,5.4687991e-05,10,False
916,1.3535393,12.885676,1.7504061,12.834249,1.7467807,5.7828471e-05,10,False
917,1.3520632,12.869754,1.7620172,12.82138,1.7591601,6.3580986e-05,10,False
918,1.3505904,12.856923,1.7775759,12.80835,1.7659,6.5518045e-05,10,False
919,1.3491208,12.842036,1.7936253,12.798104,1.7859096,5.8491978e-05,10,False
920,1.3476543,12.829398,1.8044985,12.786385,1.7979333,5.6947044e-05,10,False
921,1.3461911,12.820657,1.8183257,12.771536,1.8104389,6.1789193e-05,10,False
922,1.344731,12.811456,1.8309157,12.763446,1.8267078,5.7103859e-05,10,False
923,1.3432741,12.799248,1.8437222,12.753758,1.8426697,6.0458011e-05,10,False
924,1.3418203,12.793212,1.8597315,12.742947,1.8515219,6.4850332e-05,10,False
925,1.3403697,12.784132,1.8731825,12.741208,1.8594575,6.6003748e-05,10,False
926,1.3389222,12.772466,1.8879885,12.733391,1.8738375,5.7361734e-05,10,False
927,1.3374779,12.766002,1.9046423,12.722604,1.8927,6.2483241e-05,10,False
928,1.3360366,12.761153,1.9169205,12.725646,1.9038281,6.4116377e-05,10,False
929,1.3345985,12.755749,1.9297831,12.717638,1.9183602,6.4662671e-05,10,False
